map	estimate	variance	sdm_z
<i>&beta;</i><sub>0</sub>	0.158103	NA	NA
Hedges' <i>g</i>	0.153304	0.002395	3.132607
uncorrp	0.999134	NA	NA
uncorrp_neg	0.000866	NA	NA
MyLinearModel_Adult_minus_ChildOld_<i>&tau;</i><sup>2</sup>	0.000066	NA	NA
MyLinearModel_Adult_minus_ChildOld_<i>H</i><sup>2</sup>	1.001619	NA	NA
MyLinearModel_Adult_minus_ChildOld_<i>I</i><sup>2</sup>	0.161654	NA	NA
MyLinearModel_Adult_minus_ChildOld_<i>Q</i><sup>2</sup>	80.575531	NA	-2.219672
corrp_voxel	0.999000	NA	NA
corrp_voxel_neg	0.000000	NA	NA
corrp_tfce	0.999000	NA	NA
corrp_tfce_neg	0.732000	NA	NA
Posner2011_children_I00006	0.352041	0.071719	NA
Posner2011_children_I00007	-0.192420	0.068176	NA
Posner2011_children_I00008	0.383233	0.072654	NA
Posner2011_children_I00009	0.304474	0.070446	NA
Posner2011_children_I00010	0.241047	0.069035	NA
Posner2011_children_I00011	-0.111187	0.067171	NA
Posner2011_children_I00012	-0.112119	0.067179	NA
Posner2011_children_I00013	0.346601	0.071564	NA
Posner2011_children_I00014	0.245012	0.069114	NA
Posner2011_children_I00015	-0.232206	0.068865	NA
Posner2011_children_I00016	0.320688	0.070859	NA
Posner2011_children_I00017	-0.206372	0.068403	NA
Posner2011_children_I00018	-0.334616	0.071231	NA
Posner2011_children_I00019	-0.200714	0.068309	NA
Posner2011_children_I00020	-0.214306	0.068539	NA
Posner2011_children_I00021	0.189988	0.068138	NA
Posner2011_children_I00022	-0.150946	0.067595	NA
Posner2011_children_I00023	-0.073440	0.066887	NA
Posner2011_children_I00024	0.331539	0.071148	NA
Posner2011_children_I00025	-0.131374	0.067370	NA
Posner2011_children_I00026	-0.302691	0.070402	NA
Posner2011_children_I00027	0.298980	0.070311	NA
Posner2011_children_I00028	-0.158939	0.067696	NA
Posner2011_children_I00029	0.227518	0.068777	NA
Posner2011_children_I00030	-0.311462	0.070621	NA
Posner2011_children_I00031	0.192490	0.068177	NA
Posner2011_children_I00032	0.346400	0.071558	NA
Posner2011_children_I00033	0.290899	0.070116	NA
Posner2011_children_I00034	0.187597	0.068101	NA
Posner2011_children_I00035	0.284855	0.069974	NA
Posner2011_children_I00036	-0.177431	0.067950	NA
Posner2011_children_I00037	-0.167102	0.067805	NA
Posner2011_children_I00038	0.275859	0.069769	NA
Posner2011_children_I00039	0.267015	0.069573	NA
Posner2011_children_I00040	0.379841	0.072548	NA
Posner2011_children_I00041	0.243536	0.069084	NA
Posner2011_children_I00042	0.295862	0.070235	NA
Posner2011_children_I00043	-0.116579	0.067221	NA
Posner2011_children_I00044	-0.295051	0.070215	NA
Posner2011_children_I00045	0.227822	0.068782	NA
Posner2011_children_I00046	0.323301	0.070928	NA
Posner2011_children_I00047	0.241755	0.069049	NA
Posner2011_children_I00048	-0.135601	0.067416	NA
Posner2011_children_I00049	-0.282973	0.069931	NA
Rubia2006_children_I00000	0.207502	0.036567	NA
Rubia2006_children_I00001	0.190401	0.036432	NA
Rubia2006_children_I00002	-0.096865	0.035900	NA
Rubia2006_children_I00003	-0.150871	0.036165	NA
Rubia2006_children_I00004	0.216078	0.036639	NA
Rubia2006_children_I00005	-0.135342	0.036077	NA
Rubia2006_children_I00006	-0.145470	0.036133	NA
Rubia2006_children_I00007	-0.173155	0.036308	NA
Rubia2006_children_I00008	-0.152562	0.036175	NA
Rubia2006_children_I00009	0.208801	0.036577	NA
Rubia2006_children_I00010	0.217339	0.036649	NA
Rubia2006_children_I00011	-0.120077	0.036000	NA
Rubia2006_children_I00012	-0.165045	0.036254	NA
Rubia2006_children_I00013	-0.127484	0.036036	NA
Rubia2006_children_I00014	-0.181344	0.036365	NA
Rubia2006_children_I00015	0.240047	0.036855	NA
Rubia2006_children_I00016	-0.114289	0.035973	NA
Rubia2006_children_I00017	0.220360	0.036676	NA
Rubia2006_children_I00018	-0.143309	0.036121	NA
Rubia2006_children_I00019	-0.127421	0.036036	NA
Rubia2006_children_I00020	0.231431	0.036775	NA
Rubia2006_children_I00021	-0.114146	0.035972	NA
Rubia2006_children_I00022	-0.134662	0.036073	NA
Rubia2006_children_I00023	-0.119955	0.035999	NA
Rubia2006_children_I00024	0.209702	0.036585	NA
Rubia2006_children_I00025	-0.107354	0.035942	NA
Rubia2006_children_I00026	0.233550	0.036794	NA
Rubia2006_children_I00027	-0.165910	0.036259	NA
Rubia2006_children_I00028	0.249993	0.036951	NA
Rubia2006_children_I00029	0.226255	0.036728	NA
Rubia2006_children_I00030	-0.126544	0.036031	NA
