map	estimate	variance	sdm_z
<i>&beta;</i><sub>0</sub>	0.160398	NA	NA
Hedges' <i>g</i>	0.092662	0.001363	2.516911
uncorrp	0.993907	NA	NA
uncorrp_neg	0.006093	NA	NA
Adult_minus_Older_good_<i>&tau;</i><sup>2</sup>	0.009130	NA	NA
Adult_minus_Older_good_<i>H</i><sup>2</sup>	1.184332	NA	NA
Adult_minus_Older_good_<i>I</i><sup>2</sup>	14.186762	NA	NA
Adult_minus_Older_good_<i>Q</i><sup>2</sup>	99.450813	NA	-0.040968
Ochsner2009_adults_I00008	0.311890	0.067541	NA
Ochsner2009_adults_I00009	0.134612	0.065753	NA
Ochsner2009_adults_I00010	0.270588	0.066886	NA
Ochsner2009_adults_I00011	0.102979	0.065320	NA
Ochsner2009_adults_I00012	-0.064377	0.063724	NA
Ochsner2009_adults_I00013	0.243270	0.066716	NA
Ochsner2009_adults_I00014	0.160881	0.066060	NA
Ochsner2009_adults_I00015	0.204532	0.066172	NA
Ochsner2009_adults_I00016	0.107652	0.065288	NA
Ochsner2009_adults_I00017	0.132314	0.065574	NA
Ochsner2009_adults_I00018	0.197023	0.066305	NA
Ochsner2009_adults_I00019	0.082867	0.065262	NA
Ochsner2009_adults_I00020	0.285145	0.067453	NA
Ochsner2009_adults_I00021	0.084918	0.065331	NA
Ochsner2009_adults_I00022	0.101520	0.065330	NA
Ochsner2009_adults_I00023	0.239635	0.066756	NA
Ochsner2009_adults_I00024	0.204465	0.066475	NA
Ochsner2009_adults_I00025	0.204223	0.066399	NA
Ochsner2009_adults_I00026	0.237863	0.066800	NA
Ochsner2009_adults_I00027	0.118417	0.065434	NA
Ochsner2009_adults_I00028	0.331530	0.067409	NA
Ochsner2009_adults_I00029	0.228689	0.066615	NA
Ochsner2009_adults_I00030	0.202115	0.065942	NA
Ochsner2009_adults_I00031	0.200616	0.066513	NA
Ochsner2009_adults_I00032	0.112045	0.065265	NA
Ochsner2009_adults_I00033	0.077216	0.065094	NA
Ochsner2009_adults_I00034	0.088425	0.065394	NA
Ochsner2009_adults_I00035	0.124491	0.065535	NA
Ochsner2009_adults_I00036	0.209156	0.066595	NA
Ochsner2009_adults_I00037	0.205374	0.066711	NA
Ochsner2009_adults_I00038	0.213070	0.066257	NA
Ochsner2009_adults_I00039	-0.033485	0.064524	NA
Ochsner2009_adults_I00040	0.228814	0.066330	NA
Ochsner2009_adults_I00041	0.160082	0.065659	NA
Ochsner2009_adults_I00042	0.256659	0.066866	NA
Ochsner2009_adults_I00043	0.287314	0.067419	NA
Ochsner2009_adults_I00044	0.186364	0.065850	NA
Ochsner2009_adults_I00045	0.122689	0.065251	NA
Ochsner2009_adults_I00046	0.069575	0.065083	NA
Ochsner2009_adults_I00047	0.224932	0.066431	NA
Ochsner2009_adults_I00048	0.251176	0.067075	NA
Ochsner2009_adults_I00049	0.113762	0.065350	NA
Jiang2014_adults_I00000	0.133958	0.049513	NA
Jiang2014_adults_I00001	0.169903	0.049637	NA
Jiang2014_adults_I00002	0.208474	0.049901	NA
Jiang2014_adults_I00003	0.113154	0.049410	NA
Jiang2014_adults_I00004	0.192757	0.049910	NA
Jiang2014_adults_I00005	0.270868	0.050531	NA
Jiang2014_adults_I00006	0.161384	0.049567	NA
Jiang2014_adults_I00007	0.125585	0.049594	NA
Jiang2014_adults_I00008	0.297049	0.050833	NA
Jiang2014_adults_I00009	0.214597	0.050053	NA
Jiang2014_adults_I00010	0.181986	0.049751	NA
Jiang2014_adults_I00011	0.153524	0.049374	NA
Jiang2014_adults_I00012	0.114833	0.049325	NA
Jiang2014_adults_I00013	0.217642	0.050091	NA
Jiang2014_adults_I00014	0.192834	0.049967	NA
